age,income,credit_score,claim_history,vehicle_value,price
29,598228,619,2,1090482,53341
59,207233,807,0,382432,10000
26,1027583,583,3,402114,27558
32,971031,781,0,955209,43933
57,1296500,832,1,1176498,39055
42,1384149,734,1,469809,23861
22,347193,687,0,456778,10000
28,599380,722,1,382040,10000
51,1453461,660,2,985882,53465
41,687834,516,0,481122,23318
32,773263,611,1,1415484,66974
55,243661,698,4,438486,47642
25,745086,615,3,1116720,64546
22,1279582,662,2,1517869,78694
65,1085987,743,2,927528,43987
43,517004,713,4,200000,36026
35,581105,795,2,1060027,45036
23,360729,726,2,801472,47333
54,444651,731,1,883343,29377
65,150000,635,2,1534417,77079
30,674554,580,1,920629,27893
45,1153033,662,3,1105372,66624
22,806629,634,4,635179,66459
30,1109871,684,2,787753,36940
34,1021974,604,2,1349276,65623
67,535957,775,0,954530,40267
57,472148,634,0,1014183,37052
62,483644,667,0,1300444,56445
49,184881,698,3,1552078,90123
46,709699,801,2,437669,32227
68,150000,850,2,703375,20946
20,877424,850,0,1483230,53503
57,721564,584,4,1696998,98817
51,841431,666,3,795217,46357
57,1017104,649,1,1008533,47135
44,759638,733,2,1040474,50309
30,1189471,727,2,993714,43868
62,886583,647,3,999035,69785
50,472861,640,0,1445942,60294
23,628686,610,0,200000,10000
41,150000,461,1,637899,36304
36,429342,583,5,1155495,90107
33,585701,778,2,701507,38747
57,863882,831,0,1014588,47375
45,474891,821,2,1334628,65158
50,326120,781,3,1540051,90698
65,150000,608,0,1010978,38971
58,521074,593,2,1495801,76123
30,1285255,537,2,956745,43041
60,781332,647,2,778586,60946
62,981873,707,0,282753,10000
42,429983,609,7,498684,61095
59,227965,738,2,901886,42532
53,333676,758,1,910259,46429
44,670860,657,1,991776,31635
55,150000,579,0,1634597,59274
24,398022,824,0,1200451,49800
22,524091,703,0,1221786,35327
60,303722,850,1,1631191,65422
62,150000,708,1,757421,32094
68,786896,714,3,696436,39479
48,713761,613,0,1388982,50812
40,933708,661,2,1094333,51932
59,366872,559,1,882261,47512
27,927976,579,0,875776,36357
49,1158791,766,2,831212,41149
60,778664,674,4,859601,61649
47,517019,661,2,898882,43469
56,743524,633,2,781018,52237
48,502663,665,1,1122164,51721
35,452714,801,1,1198616,48495
53,904978,712,1,674125,33224
19,658284,593,1,1261048,71466
31,1061528,792,2,391451,17769
30,567273,850,2,1101502,60587
46,597647,744,2,1121500,58903
29,530046,780,4,866507,58636
56,363944,809,1,922955,33373
19,944327,550,3,806611,59401
49,1355713,850,4,696939,53187
30,585331,798,2,900202,56890
63,495851,743,1,681480,39144
44,476402,688,2,1355813,69076
66,496080,579,1,200000,10000
58,1194935,670,2,846169,60581
34,484455,740,3,200000,15055
57,524419,600,0,474460,23954
48,327893,693,2,669276,22250
51,788094,593,4,1435834,105876
41,679831,665,1,1361472,41482
62,358846,578,2,929076,46729
52,432151,568,1,925545,32553
65,1159880,730,6,1314995,118634
23,709812,647,0,1352541,44634
36,730505,656,1,670081,34162
47,731696,642,2,1169104,61051
24,1118387,850,2,517420,17709
27,386435,754,4,744213,62878
58,581081,764,0,1137681,39717
49,649310,630,2,636920,47133
51,183647,745,1,758003,38093
45,425157,679,2,236505,10780
32,1014002,629,0,1080328,37525
47,928064,850,0,546975,16907
54,981120,751,1,571547,31628
46,523272,747,3,1442094,86019
39,560291,612,3,625065,36172
21,163580,585,0,1200994,53697
37,979580,694,2,1339691,69123
49,1028995,648,2,1266919,68598
53,1025176,755,1,800336,38563
67,1181227,761,2,729121,44830
21,826632,705,3,534673,29971
44,1167064,774,2,200000,16490
34,639857,717,1,1208891,59054
29,169896,621,1,1170877,60042
39,958217,682,0,1090790,47912
34,158833,712,4,200000,18812
27,751060,783,1,829114,51953
18,986597,720,1,1151814,64425
39,797277,648,2,1414621,62951
43,1383472,786,1,1019565,40375
35,150000,734,1,977557,47559
67,675141,839,3,628462,34247
31,705236,707,2,1051422,57562
64,296769,606,5,805266,70062
46,353880,805,1,608253,37135
29,446461,648,2,437029,29404
53,370105,726,0,521713,10000
52,667601,716,5,1029968,86482
69,519110,704,0,344849,22099
29,795372,684,1,782356,33745
24,894829,551,1,1423123,64994
46,874533,609,0,326352,13088
28,576962,800,3,1079703,57201
50,785342,738,3,1118871,84286
23,1010538,850,1,783483,27891
64,833669,606,1,1148854,57258
32,1257693,697,0,824784,36764
49,994653,804,5,1218110,85399
68,1215522,649,0,472766,10000
28,150000,656,1,1655619,69673
40,729002,673,2,1474900,77782
43,602820,659,2,200000,17740
51,662506,747,3,1368969,91035
63,458512,539,0,669191,20081
51,818859,847,1,1473003,55189
46,157493,613,3,1303547,82998
21,821031,509,0,465133,10000
34,468486,699,2,1130034,51992
52,549884,666,1,619662,26789
30,831550,683,0,1115215,39740
58,723633,728,2,918414,42752
56,1016176,758,5,608203,40389
32,409148,850,1,365207,28194
46,675788,637,3,992029,70410
46,966631,769,2,1085628,40412
28,808359,763,2,836861,48287
69,827678,462,2,590350,33003
49,1032412,625,3,706714,49988
19,578127,584,0,461508,19768
64,514950,740,0,1194441,30429
31,872771,730,1,200000,17181
37,655170,732,3,1280689,68043
39,1036661,672,0,869624,10395
28,810932,681,1,1108656,48978
44,512994,697,0,1147902,28379
20,801515,663,4,946916,76708
34,429190,769,1,743988,29759
61,984078,603,1,1342453,58417
45,280854,629,0,213872,11999
46,1066619,710,3,1420717,80421
38,796262,666,3,450669,27845
64,650631,600,2,769756,50349
33,929000,747,1,1472525,60203
54,853397,648,3,1791785,89870
37,1099114,623,2,972788,53120
23,1096318,684,3,358157,28052
36,805687,619,2,1241569,62292
22,438468,696,0,884388,33680
20,537547,667,2,475185,28840
18,678505,653,2,987668,63802
55,1024516,654,2,376104,16793
32,563084,789,3,978018,40499
51,588117,733,1,531902,23940
52,1254505,546,1,200000,17841
66,668710,779,1,235310,10000
42,509580,746,2,656960,38056
41,932993,741,2,1100747,43461
29,683159,779,1,1401627,64589
35,283120,701,0,1471026,53077
32,1012274,755,2,295201,12160
61,475888,658,0,810187,16312
33,713075,776,0,655905,40351
44,679558,719,2,857471,62643
25,769030,576,0,1464184,45111
63,150000,793,0,964460,25133
42,599470,688,1,1247106,53497
34,1037451,675,1,1784587,71554
46,1079633,660,3,274056,21308
25,402612,666,0,710023,27753
32,976179,720,3,1128490,80563
44,471571,611,1,1006620,54873
63,587640,558,2,1319463,64268
67,603404,604,0,746478,32987
69,732641,734,1,982397,27032
24,1000409,685,1,597511,28797
20,779375,800,1,1325545,54536
46,662160,694,6,916837,91064
61,990193,775,2,1461508,75056
41,459201,637,1,1464428,64767
20,676834,660,2,387352,28060
37,998734,700,4,1525983,92849
63,858791,686,1,1272434,61642
32,560108,678,1,837377,40192
42,246112,621,2,1236491,61535
47,793257,557,1,696845,32491
31,226397,756,1,1444418,67255
24,636249,746,1,939673,48842
34,1053684,644,0,1255181,42558
61,879027,734,1,647658,21375
37,150000,685,1,1012683,40328
53,760135,799,0,1254377,40309
26,604249,581,3,1023100,62687
55,317884,688,2,1124559,66515
65,800506,681,4,596101,43204
39,552478,714,0,1021814,39342
19,554339,838,0,598162,19868
41,737213,688,2,892655,46200
25,512234,766,1,702826,32912
28,728720,686,2,818149,52362
30,522002,796,0,200000,10000
34,538461,767,2,910586,25436
25,997878,670,0,856988,29140
38,1028401,663,2,293844,32030
35,187403,743,2,1036506,61512
47,924121,641,1,1230409,59083
35,1119577,717,0,1026109,45801
63,1167213,667,0,1214273,50160
64,856113,733,2,689207,45937
48,382780,685,2,814886,34096
55,888994,637,4,929670,64812
49,439224,799,1,958396,41434
28,597110,721,2,200000,15548
62,814924,695,2,531645,25319
42,458572,737,0,1300937,47039
50,356079,549,2,587066,20076
55,839731,850,0,801232,31082
58,1260167,702,1,879148,32595
25,1072970,523,0,363859,10000
28,912155,807,3,1532065,83538
39,993755,632,2,887476,58735
68,891315,793,4,557415,28856
41,834970,710,2,1159382,55714
58,969585,558,1,781310,22205
34,289491,723,0,923510,35141
29,759845,716,0,1463542,58841
63,675715,803,1,683522,23007
49,723670,746,1,1357113,53127
32,561588,588,1,763121,33015
33,856146,790,4,927301,73354
39,454621,662,0,1021251,25504
45,539843,850,2,762154,35294
37,503836,668,2,493305,40948
50,959183,680,0,1081269,32851
27,696482,626,1,1348594,54590
57,561750,655,1,1150722,50810
49,587971,631,0,1139170,59864
67,701164,805,1,716964,21832
50,1186652,580,2,1175344,66011
19,329043,772,1,1043257,36294
50,902652,774,2,1245158,52584
50,841558,823,3,939471,50827
58,435110,703,0,1138707,44210
30,1140061,607,3,706707,41260
47,861784,684,0,1178146,43160
50,547680,753,2,396144,17899
30,150000,707,0,766134,28207
69,768744,733,2,621062,23271
43,686576,822,2,2302348,95559
39,390786,752,4,1160853,72700
56,386915,717,3,466476,38235
19,960552,534,2,352907,24888
55,150000,629,0,201719,10000
56,794284,663,2,444109,17152
43,643768,522,3,560494,47247
63,849146,600,1,509858,34653
67,611708,675,1,713144,35595
32,787982,690,2,1233800,64061
51,477167,745,1,820347,18185
59,685238,681,2,1185160,63911
61,846725,722,0,473965,29483
66,745261,662,0,746981,35416
57,814092,703,1,524803,31953
28,421623,740,0,1077088,24706
20,522797,832,1,827538,30416
23,527998,653,0,1609231,58924
26,617053,712,1,631829,22336
23,1107574,778,2,484158,18913
26,593746,570,3,1018695,64967
56,356932,850,1,829515,43177
48,862493,806,3,1101004,51669
49,1103993,545,0,875331,40671
58,321636,733,3,843723,53502
67,1291843,649,2,632812,47738
29,824552,664,0,792164,34807
25,1010167,731,1,288132,15302
25,1140121,794,2,1379067,67318
67,991785,658,3,1407871,79786
45,666839,659,2,1275002,78011
37,1065309,733,1,716863,36172
64,776379,751,1,648694,25510
24,1027145,609,1,1099638,53908
28,1059962,850,1,519346,26559
37,372731,642,4,1354663,85469
33,938290,786,1,200000,10000
21,645432,740,0,719225,35744
23,741457,754,6,474162,54469
39,738127,643,1,1398764,56999
43,726091,544,0,1329389,53826
20,1157057,698,2,1125749,53854
58,290065,698,1,1666250,72114
59,183296,613,5,904004,71078
31,150000,782,2,1152503,36433
28,1020743,695,1,260964,16377
35,467968,627,3,771947,50822
29,739655,752,0,944017,35990
40,665584,755,1,533315,10000
29,434087,635,2,1002208,40683
30,955443,811,1,200000,19883
42,661761,850,4,1100052,72290
62,628679,601,2,726148,24171
68,769861,683,1,585060,27013
36,916231,730,2,1197346,46542
63,412307,850,2,1485535,65431
53,961875,633,1,1256724,55940
62,1134956,615,1,575425,28383
25,272163,614,3,1167261,77149
46,783489,809,2,797619,44509
49,608523,636,0,1351772,53111
68,909769,623,2,988446,47942
61,335002,720,3,310169,18857
35,1188681,727,1,803177,35139
23,217631,796,2,569887,40405
35,626715,708,1,589111,32961
36,830288,722,1,770026,31861
39,494098,690,1,1009685,42843
54,446979,582,3,1263219,66484
49,766670,682,1,689830,39757
58,723327,705,4,1385070,101660
20,701781,660,1,219038,15593
45,957606,559,4,564841,33140
27,581658,597,2,1719305,89839
68,795877,696,1,442954,33806
52,548019,783,1,1400510,48793
46,445201,850,1,889608,43899
32,614572,683,2,871656,43659
50,550370,635,2,1274104,73687
24,565358,666,2,1218066,53362
29,1049598,605,2,1433500,67885
66,623768,770,2,801177,28730
47,501127,850,1,957196,42459
38,708423,637,2,799922,46783
48,731268,592,0,455245,19393
41,343935,790,1,968251,37051
37,610478,728,2,834045,39569
54,598394,730,2,200000,12474
21,648356,842,3,1343757,83021
45,917658,577,0,959241,23580
61,741001,574,2,619908,31963
37,1068381,685,0,1032970,25123
41,696501,705,4,690355,48516
67,1232826,668,2,980597,50064
66,561767,850,1,1454882,75769
68,469131,672,2,1059500,48321
49,864190,650,0,705173,33628
58,1109224,711,0,487620,10000
53,286359,787,3,614264,40406
51,640902,634,1,1224815,52907
53,516765,686,0,877371,37294
19,742855,789,1,1123901,44026
32,703005,794,0,788139,21110
51,1103614,719,0,526644,10000
53,667478,850,4,1139599,76392
23,1112435,850,1,576441,20746
56,605469,573,5,736827,72378
59,977944,547,2,410433,29352
68,768598,771,2,525919,38714
68,1218965,822,1,1258289,44707
29,256895,679,1,1319145,58114
20,350842,654,3,1336590,80569
62,1249486,626,0,1337970,44538
35,480020,594,1,758387,43804
57,499058,802,2,1166157,63111
38,437282,665,0,1321155,63675
32,1044533,727,0,550964,25035
50,323962,535,0,977508,51626
52,706735,790,1,848964,50821
43,620313,752,1,200000,10000
25,1010954,578,0,1030258,26033
53,530895,723,1,614171,40754
65,824581,700,2,1320489,70491
47,348635,659,2,595059,37486
40,1382182,438,0,1031644,35567
59,628122,640,1,944871,44359
61,702629,727,2,210806,23713
31,1196426,650,3,771863,53780
31,523998,680,1,1042911,39847
19,1200214,834,5,1309402,108262
54,576558,693,1,907414,40196
22,901509,511,1,1262435,62877
55,528195,683,1,1114946,54342
62,293189,708,0,1128325,57623
58,824378,625,2,1146211,61408
64,891971,766,1,790170,33516
31,305234,568,1,504342,39251
56,607882,687,0,1527901,63417
42,1060227,567,2,1207331,64036
37,880035,673,2,872609,47243
19,581435,763,0,1146863,26002
56,520742,685,1,1058955,44648
23,1284473,680,3,558346,27577
34,265920,702,1,764870,12425
42,682240,706,2,1430576,64966
45,260590,762,1,897880,27583
19,1094444,762,0,1050092,35331
52,697862,827,3,1403847,79440
54,753452,715,1,896673,42647
22,1530667,550,2,527461,30633
18,521958,777,7,945324,86329
57,1224572,821,0,676661,22388
29,582780,850,3,343369,17915
53,629946,830,3,1221218,79482
62,1491452,655,2,797471,40911
40,651672,716,1,200000,10000
64,287688,675,0,1001408,27896
48,784575,663,1,1006332,43506
28,648178,689,0,1680314,60427
27,810128,815,3,898333,51512
20,659920,556,5,1327044,109484
31,1364663,609,1,1158624,42505
33,867020,809,1,664231,36717
27,377510,830,0,1039317,35493
46,737364,640,0,834232,37036
27,460111,848,1,624901,21912
29,625685,787,2,693372,42656
47,426867,675,1,639082,22098
58,1332135,480,2,896124,61376
18,492584,549,2,898109,48374
22,906269,640,2,680081,34585
37,602956,768,1,816725,25572
25,352476,768,1,200000,12146
60,759294,658,2,496619,27398
29,820207,679,1,783022,23623
18,867587,697,1,1568670,61914
37,150000,680,3,1153294,51914
45,329546,714,1,509076,14342
60,987266,697,3,1545930,84927
54,422917,549,1,899357,42973
64,760883,681,2,446147,23615
54,322592,697,3,868434,57051
29,919480,789,0,1294035,37369
54,979380,625,1,446512,24589
66,919572,718,2,485545,27140
66,1009767,750,2,1622527,75880
61,1169170,686,1,1018570,43686
45,347777,542,3,711336,42061
64,463398,790,1,857514,24106
32,969263,767,4,1014209,59903
23,1039065,720,2,822618,32630
61,497697,703,4,1439932,89868
37,476834,539,1,939572,47361
67,504335,769,1,1165483,60548
31,218471,833,2,933326,43220
19,318576,599,1,885060,39525
26,325812,821,2,1257182,76245
54,611770,801,3,1265568,67539
37,781250,597,4,246571,23635
43,830041,664,1,892288,37796
46,547431,574,1,1719883,70315
18,554803,694,0,721535,21247
52,737098,740,0,1081627,26849
23,251195,581,1,1398904,75761
54,987832,734,1,456742,25350
22,1085615,757,2,750689,53280
50,512325,758,0,271245,17150
66,580469,740,1,941783,40261
68,1072993,589,2,1053933,40969
31,663084,689,1,1157381,41985
29,876473,731,2,1529510,70947
59,672308,831,2,925403,38409
37,1166892,700,1,438951,10000
67,847023,738,4,547624,36832
41,864296,616,1,595089,25588
60,869891,596,3,983076,72260
51,533465,584,3,1839989,97128
42,561028,662,0,871183,36546
67,930773,850,5,1449622,93541
46,737923,663,3,854379,50656
56,346716,732,1,435376,20053
48,1261931,750,1,573446,38289
64,993421,601,2,608366,12614
60,711287,660,3,851100,45828
67,617949,756,1,1062219,46728
40,759602,738,1,636582,31401
61,855256,520,0,1216245,35838
55,150000,753,0,1318885,46589
37,1333704,650,1,794659,35115
40,463034,652,0,1267256,57414
62,699428,736,0,200000,10000
69,710460,837,1,200000,10000
33,1299055,681,0,1233115,38460
67,673562,806,2,731233,42799
59,1176552,570,3,1781462,97823
25,822018,711,2,862858,39978
67,411434,651,1,499887,15238
38,740412,725,3,1574676,84461
18,664447,673,1,1162314,56856
25,374778,579,4,1519510,94807
46,807316,620,1,665388,30257
49,706630,552,1,1045780,41724
55,866926,582,2,549764,32801
22,758005,743,3,201648,21293
64,504669,677,0,1196974,36549
39,930500,720,1,717263,38036
64,512680,850,0,501680,10000
51,150000,673,1,344746,25987
18,738595,757,2,973092,53035
43,533777,702,2,925656,52086
60,814639,850,2,706613,23333
27,1299661,428,4,630322,50493
47,1308321,635,1,1206432,64121
67,650463,758,2,200000,13850
35,452045,632,0,1152388,42759
34,875404,750,1,1086085,36597
43,588932,694,3,407846,18807
25,817532,777,3,200000,21731
64,501741,598,0,1135423,36026
57,775207,715,2,430472,20905
66,456407,741,1,1529356,63911
29,1055276,711,1,1747226,78027
44,523006,713,4,1070702,76125
25,898330,808,0,859434,30564
42,320569,548,0,812389,37479
63,934352,711,0,217623,16075
21,410084,591,1,785710,35201
50,778353,768,3,716528,58137
18,1006960,624,1,645530,21399
36,640005,477,2,1056716,43448
48,391249,770,1,952523,51807
33,849043,675,0,1214475,37889
31,447705,732,3,722574,24007
65,578726,828,2,1141048,52855
22,779638,733,2,903180,57300
58,1108202,715,1,1138560,45756
43,707966,695,0,868913,16759
45,706857,596,2,1611215,77245
19,921253,680,2,200000,14196
67,715111,850,2,1150246,52917
23,890659,666,1,1242584,48939
26,1023560,685,2,393296,18453
50,601678,813,2,1629986,82651
58,150000,561,1,908938,36231
42,454621,755,3,850123,52634
65,1062604,557,4,1048519,73983
30,689870,735,0,1255001,39339
26,598260,697,4,952886,59823
30,1050035,755,1,940271,40507
48,669602,608,4,1235135,68957
58,150000,651,2,1287538,80707
28,248409,759,5,1034630,75309
21,825594,654,2,280955,16370
51,679932,767,0,492581,23128
55,1136396,718,2,1333867,63924
63,480019,659,3,788775,45919
21,607149,671,2,660553,26203
55,434649,700,1,1075985,46691
36,543821,680,1,1026383,39718
23,150000,765,3,812745,67898
51,584294,666,2,1197420,58252
35,684439,648,3,392794,11688
30,659100,781,5,207027,39601
58,1344865,662,1,1501033,55430
40,1250045,651,1,450877,21945
36,474730,476,3,309781,37723
62,150000,606,2,769533,39184
28,670239,624,2,888159,44818
18,812953,651,2,708649,46750
41,441854,635,1,808624,47104
24,456707,788,5,331450,38833
42,1174766,630,0,1185508,59117
38,622734,636,2,288150,10000
32,898675,714,2,909002,39313
18,420908,600,1,993566,41142
29,682917,840,0,1159559,48283
24,599098,772,0,990938,37784
32,497388,594,1,464679,16523
38,1046590,791,1,735507,22593
36,283336,809,3,618408,28172
46,790017,597,2,270790,22805
42,593463,595,2,1074229,52074
50,824447,645,1,597335,35174
66,597527,572,1,959491,30946
49,960157,629,3,855556,56263
66,418089,663,2,445653,25932
52,1047265,745,0,418923,10000
61,691359,707,2,765972,35927
55,301449,686,2,374598,24041
43,904064,656,3,1295510,74005
28,640345,582,1,1437978,54859
52,187648,753,2,1213211,64235
25,799740,751,1,1039628,53551
63,1001978,644,2,924511,45949
31,1084640,600,3,480853,39113
27,586494,840,2,1231024,57927
19,743595,722,1,1448335,81758
63,715160,735,1,764228,33250
26,1146940,739,1,885467,43527
20,456853,591,2,576862,42908
38,560602,834,2,767505,34151
43,449583,663,4,396980,42079
25,265254,773,3,784297,55337
65,774336,831,3,1073076,64645
19,1180389,707,2,1030063,59623
23,640454,593,2,1000275,48183
45,435431,475,1,200000,28528
46,756057,696,1,919203,20451
43,876735,722,0,1145261,33805
42,653091,647,0,896493,21626
29,1121060,712,3,1354164,90103
22,456291,738,0,860124,30406
51,613909,789,3,1058864,53465
65,788796,679,2,498916,23724
54,817889,695,3,1134489,53626
32,714168,683,3,1214708,74926
61,316474,703,2,614566,39727
53,1401403,653,0,328216,14246
32,629209,653,2,719670,32895
60,733080,659,1,500735,35282
65,885028,714,1,1139557,54523
40,509048,623,1,704446,17591
23,717077,659,1,1187363,50921
63,496842,850,0,274479,10000
67,824665,780,2,568686,42819
61,617193,613,0,594469,18030
60,780615,777,1,1010253,31457
62,386038,756,2,200000,14000
38,451325,690,3,790123,61762
40,290457,636,3,754223,55112
60,486840,626,0,1044625,33702
33,150000,720,1,920163,38510
64,607869,623,1,518197,31923
32,539727,798,0,200000,18101
42,745273,824,2,591735,19360
53,713382,696,0,393285,15240
28,1077123,802,0,416619,11612
68,1478293,662,0,606073,17872
32,1041261,635,2,1227058,72350
21,564067,799,1,392320,10000
38,551982,842,2,200000,21224
30,960598,850,1,668203,10323
39,194996,729,3,788637,43251
36,605439,777,3,761904,47162
51,628554,727,1,636169,17618
31,875239,826,1,802127,51567
21,884159,738,3,986202,53943
65,476631,772,0,551192,12883
69,575688,597,1,1300864,50611
63,833531,679,0,826776,34251
44,460323,773,1,1291766,60866
46,1061835,765,4,1005414,64321
64,882752,780,2,395896,26034
45,751452,710,2,200000,18301
52,817282,641,3,1325995,64451
25,559932,694,1,535024,23313
33,512112,704,2,861138,39459
59,572583,721,0,658908,10872
53,849990,612,2,1436962,73113
47,760304,676,3,870130,61222
35,573185,692,0,347887,12758
19,924874,498,3,794473,31825
66,647816,774,1,1349866,52215
30,492006,714,5,551979,44974
21,776302,723,2,275322,33227
43,396091,653,2,1192075,57694
42,193832,752,5,508423,36801
47,698468,625,2,220007,15919
28,502775,639,2,521904,34915
24,623753,756,0,988887,36796
48,409980,732,0,1054736,30819
61,1062679,585,2,1037572,49965
27,501552,841,2,468598,32474
56,570400,631,2,1238741,63001
30,813364,688,2,1173447,74761
48,287015,850,3,1073046,62328
24,264835,514,0,458141,10000
66,814285,546,2,639567,34187
59,566515,739,2,1012629,46344
59,429551,476,0,1118450,29641
53,881011,516,2,481744,29751
37,456423,805,2,1587011,71740
21,617646,663,2,832171,46071
24,431160,850,2,1266875,77103
18,791031,606,5,390726,43488
61,1099622,671,3,970158,66260
62,150000,748,2,381497,21715
59,733797,742,0,948446,36725
64,956976,677,0,1072970,39369
30,573556,641,1,1095163,49406
39,360687,720,1,592908,25670
38,826289,823,4,200000,36872
39,1000496,768,1,1016999,47901
45,967156,643,2,728568,40028
26,809772,610,4,728360,61961
43,729374,637,1,519150,24958
26,430296,585,2,866511,54775
32,959573,713,5,886143,61916
27,942987,773,1,1310006,71377
41,358582,693,2,200000,16722
59,809343,850,0,358886,10000
25,895847,850,1,1071969,50168
41,964634,727,0,200000,17418
33,677503,763,1,598864,18216
66,442729,618,1,1837834,74007
43,549365,667,0,776908,35998
44,397825,814,2,1167764,61872
54,684681,647,1,215304,10000
21,625934,833,1,1168037,47694
67,1343510,800,2,737091,28236
41,968403,767,0,1003732,27221
36,990864,594,1,1110722,35024
53,841405,671,1,682212,27529
56,589804,757,2,1082695,59152
27,617383,611,2,439721,24144
42,644839,682,3,909541,63899
35,756469,767,3,1096011,57901
36,816750,648,0,672224,12306
53,700212,623,2,502900,38303
27,612820,537,0,705517,29077
50,521765,665,0,1324074,57360
67,282205,769,2,1262735,59401
22,1085013,621,1,1192321,65846
64,1361658,701,1,1503132,54332
66,1059801,679,1,902518,36819
52,322280,640,3,970357,62205
61,936104,775,3,200000,16142
51,1007132,847,2,535992,31037
50,578968,790,0,1104589,48413
38,846678,637,3,1247288,75160
34,563109,850,1,382897,16133
39,1158678,790,3,862764,61426
65,809611,658,6,1763765,140864
54,424853,630,1,864913,37963
32,900942,800,3,1477934,80291
52,1017634,715,4,1038915,67263
45,759439,623,1,1124547,55401
24,843832,686,2,536208,38132
49,679073,663,2,256419,27925
28,359715,625,0,1188963,47078
27,654479,791,5,1022841,73842
26,856911,770,1,924227,41823
31,661591,775,3,369157,23530
30,940229,774,4,757294,55994
42,582345,617,0,653331,35015
19,602022,645,1,692499,41375
52,949335,831,2,991390,56213
24,766555,709,1,1182491,51506
38,576483,567,1,1014430,51895
35,1010141,719,3,977784,52780
20,493379,758,3,945407,45742
59,481915,747,2,830090,44922
56,150000,615,1,567733,23309
58,533809,850,1,918738,52530
66,1092615,564,4,1198910,93898
28,150000,709,3,853881,46931
56,414423,850,2,531854,34584
41,831720,753,1,421742,10000
63,150000,775,1,518487,26157
36,546790,605,5,442506,49092
21,1042258,731,2,2056484,91952
43,1312907,696,2,548908,32014
55,787073,598,2,884627,39117
59,422059,777,2,865292,50829
49,411961,626,4,1465325,95845
56,743472,636,1,1071749,58308
62,784288,738,0,1069797,25461
63,1257378,687,0,969754,27684
53,991241,715,1,1010037,39212
57,725231,681,3,1028902,64755
54,599437,827,1,649036,30152
50,1604413,616,2,533056,33870
53,887978,658,2,923456,42526
20,499374,743,3,685230,29446
26,632613,611,1,973746,36554
25,436763,607,4,468293,51892
50,150000,712,1,310496,10419
23,793795,778,4,388270,37615
58,1234736,789,2,870448,44617
56,210832,708,5,253772,36746
21,716578,639,3,1679863,85337
30,487928,724,1,1680892,76227
66,856450,750,1,1254197,51601
19,648300,723,1,752236,52323
22,291983,811,2,706559,35331
61,405668,608,0,1018614,44906
44,450909,637,0,1138648,38064
49,1103295,798,2,1018503,65839
38,1087977,567,1,375810,24235
25,606595,651,5,824036,58179
55,1068341,634,1,1113306,59339
25,648044,559,1,200000,17358
67,602001,683,2,457875,22981
20,717135,767,0,1110347,27416
61,785447,714,1,775144,43321
20,533366,771,1,775550,48249
39,706559,807,2,1343376,73442
23,936196,665,2,878475,53947
19,738861,850,1,710618,35702
40,712834,668,0,776570,36329
61,848254,680,1,789741,32480
19,900011,636,3,566183,24982
55,681215,749,2,810987,47963
34,557745,673,2,444039,29290
52,756760,692,3,766670,36647
51,221810,681,2,693564,20064
40,636903,679,1,992541,43390
47,150000,714,3,1505809,83187
69,197262,659,1,1003826,41944
25,152144,663,2,941259,53578
39,1014205,796,0,993534,28552
61,704194,673,0,554873,25379
53,321385,734,5,1180782,94217
22,847319,619,1,1062560,26394
30,996596,659,3,882004,53300
46,852545,589,4,1041991,73558
48,643386,850,1,1031058,48580
64,769745,823,0,1031784,39987
33,970448,753,1,1297706,40076
59,559226,850,3,596750,39201
47,708960,769,0,1424485,47751
33,622842,684,1,258936,21835
29,215975,733,0,1164755,32034
34,974970,822,2,967104,47990
33,1317181,620,1,514835,30814
29,437861,594,2,1311641,72069
25,988804,736,0,200000,10000
37,447401,647,1,1550089,75069
20,739836,496,1,1802725,75152
33,1152403,588,1,834719,43003
47,543868,671,1,488912,29717
62,695594,704,1,668905,18619
40,159549,707,0,1290045,56829
45,500738,850,2,771050,26119
68,150000,681,2,200000,18367
57,828753,725,2,1053370,49055
22,949491,553,1,1257535,64803
37,633509,697,7,1105724,109150
57,785766,730,6,1169328,112814
61,602280,576,0,1541809,65685
18,922163,615,0,815415,31779
47,738838,744,2,1587330,85729
38,150000,650,2,838251,43574
37,981994,690,3,1350660,67752
23,583137,748,2,843035,40942
39,318886,850,0,1715322,58611
35,568319,680,1,1159167,24568
25,150000,850,1,861531,47523
56,325033,523,5,420166,45382
49,742884,713,1,982485,49724
50,768013,669,3,572289,39815
33,791931,652,2,1076399,42313
29,700962,759,4,1163587,76858
55,492140,680,1,1316144,54773
69,683662,517,2,1115082,52470
51,568837,557,0,932023,31248
31,212265,764,0,1429827,50908
53,468275,552,1,1476187,44353
50,966862,767,2,478917,30078
40,1176488,711,2,1604831,82225
67,895382,684,3,1391618,82570
62,1163109,692,3,558754,35458
19,725616,746,3,200000,36248
58,1222712,594,1,1381788,63613
38,1316346,703,1,982498,38760
19,179959,597,0,717862,17578
44,766447,714,1,1025570,32797
26,725929,758,5,1374511,101884
18,572768,714,1,200000,16933
28,847574,754,2,950473,48958
20,712337,636,0,922961,34147
69,479365,694,1,1498582,60153
40,692018,678,2,1231413,65203
43,1061378,672,1,1227691,46064
21,754761,627,2,722457,39940
35,888086,661,1,1167831,50733
23,616884,599,0,705942,31317
52,835619,547,3,856503,47164
39,337235,636,0,1129555,33308
